profile_id,algorithm,run,fitness,time_s,target_cal,achieved_cal,cal_penalty,days_cal_ok,days_macro_ok,hard_constraints_ok,allergy_violations,dislike_violations,likes_included
5,GA,18,3152.8999999999996,9.054949283599854,1401.3,1401.29,0.0,7,7,True,0,0,14
5,GA,19,3064.9000000000005,8.935348749160767,1401.3,1399.86,0.0,7,7,True,0,0,16
5,GA,20,3254.2999999999993,9.133756875991821,1401.3,1401.57,0.0,7,7,True,0,0,12
5,GA,21,2972.3,8.907409191131592,1401.3,1403.86,0.0,7,7,True,0,0,18
5,GA,22,3021.5,9.062544584274292,1401.3,1398.43,0.0,7,7,True,0,0,17
5,GA,23,3304.8999999999996,9.418563604354858,1401.3,1401.0,0.0,7,7,True,0,0,11
5,GA,24,2954.1000000000004,9.066253185272217,1401.3,1400.71,0.0,7,7,True,0,0,18
5,GA,25,3158.3,8.894080638885498,1401.3,1402.14,0.0,7,7,True,0,0,14
5,GA,26,3304.5,9.122485637664795,1401.3,1401.43,0.0,7,7,True,0,0,11
5,GA,27,3290.3,9.234611988067627,1401.3,1397.29,0.0,7,7,True,0,0,12
